,TOPICS,BODY
2125,'crude',marathon petroleum company subsidiary corp said raised contract price pays three grades crude effective march illinois sweet indiana sweet raised barrel dlrs southern michigan grade raised also dlrs west texas intermediate grade unchanged reuter 
12861,'crude',iran said several people injured mondays attack iranian offshore site vowed retaliation tehran radio reported quoted president khamenei saying definitely retaliate leave american move unanswered broadcast monitored nicosia said several civilian personnel rashadat platforms gulf east qatar injured warships bombarded afternoon described damage severe washington said four american frigates shelled destroyed iranian platforms rashadat formerly rostam field monday response fridays missile attack flag ship kuwaiti waters said iranians used platforms military pruposes fired american helicopter rigs earlier month khamenei denied platforms military gear personnel said attack lacked miltary value move reagan committed mistake definitely increased problems reuter 
1922, 'crude',nations organisation economic cooperation development oecd hampered sluggish industrial output trade face slower economic growth joint balance payments swing deficit economist intelligence unit said said world trade forecast revised oecd economic growth downwards year compared growth forecast december said areas weakness west germany smaller european countries influences japan hardest currency appreciation year independent research organisation growth rate forecasts west germany december three japan said expected oecd post current account deficit billion dlrs large part dlrs barrel rise prices said current account deficit looked likely fall even slowly forecast billion dlrs billion billion said expected west germany post billion payments surplus japan billion surplus year said prices dropping around dlrs barrel dlrs dlrs last year adherence opec output policy becomes increasingly ragged said dollar poised resume decline foreign exchange markets lose trade weighted index year five last years drop average mark dollar rate marks year dollar rate expected break barrier average value said crash scenario dollars steeper angle descent increases risk ending fireball rather three point landing said talking stop dollars slide long february meeting finance ministers group five canada produced scant promise either decisive shift expansive policies west germany japan tighter fiscal policy said said dollars fortunes willingness japanese institutions government assets despite prospects sustaining currency loss thus willing said adding japan deterred buying bonds dollar would collapse contain currency crisis dollar interest rates would soar bringing recession third world debt crisis said trade said prospects look increasingly sick import growth forecast december seen slowing around recovery said weakness west german economy biggest single factor import growth expected feature sluggish growth forecast december said export side said weak demand west germany affecting export prospects elsewhere europe japans exports would remain flat sales exporters would respond marginally lower competitively priced dollar said europe japan materials cost less domestic currency however rates inflation edge current oecd average three commodity prices show modest dollar price increase first time since said rise dollar price internationally traded manufactures five said said oecd industrial production would rise weak increase reuter 
1963,'crude',petro canada canadas state owned company said drill delineation wells summer terra nova field offshore newfoundland evaluation test results preliminary engineering work petro canada position propose development plan terra nova field company said depending time required regulatory approvals construction could begin first production early petro canada said high degree confidence western portion terra nova field contains least cubic meters recoverable barrels could produce economicly using floating production system petro canada said terra nova field lying kilometers east johns kilometers southeast hibernia field discovered petro canada weve encouraging results eastern portion field hope summers drilling prove additional reserves company said petro canada believes terra nova field good commercial prospect company wants move resources towards development start generating return investments petro canada said petro canada operator wells interest western portion graven block terra nova field interest fields east flank block company spokesman said later field participants include canterra energy mobil canada gulf canada resources resources trillium exploration corp general partnership parex petro canada estimates reserves terra nova fields graven block barrels company spokesman foulkes said petro canadas calgary office combined reserves graven block fields east flank block estimated barrels added petro canada expects spend canadian dlrs bring field production development budget could double company builds production system combining blocks field said petro canada estimates terra nova field graven block would produce barrels average daily production production system would maximum capacity company spokesman foulkes said answer query company estimates production system combining graven east flank blocks terra nova field could produce average daily production said reuter 
5159,'crude',higher crude prices raise demand natural helping reclaim market share lost heavy prices plunged analysts said analysts said efforts successful industrial sectors economy large growing energy requirements natural stands good chance recapture share supplied electric utilities lost residual fuel industry last year michael smolinski energy economist data resources told reuters estimated barrels residual fuel went utilities market expense natural last year world prices plunged smolinski said assuming prices hold dlrs barrel national average prices delivered utilities projected dlrs would competitive michael german vice president economic analysis american association said average delivered prices january dlrs compared dlrs year expect natural regain billion cubic feet demand overall energy market second third quarter said addition price competitiveness availability important factor persuading energy users switch frank spadine senior energy economist bankers trust corp york noted spadine said mild winter many parts north american continent build inventories less would necessary replenish underground storage spring freeing spot sales forecasts develop strong counterpoint fears natural suplies would tight prices significantly higher given sharp decline drilling last year agas german contended despite drilling decline much proved reserves could brought production quickly developments infill drilling permits wells drilled proved reserve basins citing recent statistics german said surplus likely contract three trillion cubic feet trillion cubic feet surplus would away smolinski data resources agreed surplus would persist supplies tighten certain consuming areas notably california northeast overall shortfall appeared remote reuter 
11028,'crude',interior secretary donald hodel said support import means stimulate domestic production advocate incentives exploration hodel said added favor import would inject federal government deeply back process would never government think would long term disinterest nation hodel said address group local business executives earlier today congressmen producing states introduced bill would impose imports hodel said supports drilling incentives repeal windfall profits fuel deregulation natural secretary also said exploration offshore california artic national wildlife refuge necessary prevent becoming dependent foreign supplies energy needs failure approve exploration hodel said would lead greater dependence foreign sources next five years matter today likely find becoming dependent imports requirements hodel said opec raise prices sharply congress would likely federal government gasoline prices allocate supplies hodel said allocate supplies five year time frame could well find sitting back lines hodel said exploration offshore areas arctic national wildlife refuge would jeopardize environmentally sensitive areas hodel said convinced meet resolve every environmental concern raised hodel said reuter 
6362, 'crude',british petroleum plcs announcement subsidiary intends tender standard already catapulted stocks sharply higher morning traders analysts said raises specter additional consolidation industry boosting oils analyst rosario ilacqua rothschild said sanford margoshes shearson lehman brothers said deal shows british petroleum conservative investor knows business clearly confident industry shines well companies 
5765, 'crude',calumet industries said expects report loss operations second quarter ending march despite strong unit sales increase year period company reported income dlrs share chairman mark salvino said expected loss primarily depressed product prices recovering increasing cost crude salvino also said steadier crude prices reduced rate refinery production increase product prices lead return normal profit margins reported hydrocal system construction companys refinery princeton schedule production begin early fiscal reuter 
2861,'crude',number seismic crews searching united states dropped nine total crews decrease january society exploration geophysicists said february total represented decrease february worldwide associations monthly survey showed seismic exploration increased february three month africa added three seismic crews middle east increased east added reductions reported central south america europe united states reuter 
989,'crude',drilling california likely continue last years sharply reduced levels despite recent gains crude prices industry analysts said much crude california fields thick heavy expensive extract prices would increase near levels significant recovery seen drilling said companies probably drill best prospects said john curti analyst birr wilson securities wells drilled rigs quarter total available drilling onshore california last week compared last year said bill bolster munger information services tracks california drilling activity dregs right said bolster states drilling activity current prices enough justify increased drilling said malmgreen california independent producers association organization petroleum exporting countries pact curb production boosted prices early year prices eventually fell prices californias marker grade line blend slumped last month dlrs high dlrs half californias comes stripper wells producing less barrels much costs dlrs barrel extract malmgreen said unusual stripper well cost dlrs malmgreen said many stripper wells along southern california coast produce eight times much water crude inland wells frequently require steam injection spur extraction thick heavy said outlook future production california clouded lack exploratory drilling analysts said heart californias patch kern county produces thirds states exploratory drilling slowed crawl exploratory wells drilled kern county compared according david mitchell state energy commission year five exploratory wells drilled dont think theyll even last year mitchell said pickup exploratory drilling likely rest decade mitchell said along fall drilling come decrease number producing wells overall production february october number producing wells california fell said bill guerard california energy commission line decrease californias crude output fell last year prices expected remain lower level analysts said february october californias crude production slipped time high barrels guerard said total estimated crude production california bbls compared bbls according california department conservation production probably hold around levels guerard said reuter 
2920,'crude',permian basin royalty trust said december estimated proved reserves totaled barrels thousand cubic feet compares yearend proved reserves estimates barrels permian said permian said december future revenues proved reserves dlrs dlrs permian said present value estimated future revenues discounted dlrs compared dlrs said downward revisions proved reserves estimated future revenues resulted decreased prices reuter 
1866,'crude',japanese customers bought nearly barrels crude national iranian company nioc substantial discount official price western traders received even larger discounts japanese traders involved transactions told reuters nioc sold crude march shipment japanese customers different formulas company bought barrels iranian heavy straight discount cents official price sources said deals fixed prices linked oman dubai spot prices less discount said irans discounted sales however managed reverse bullish tone crude products spot markets traders said market sentiment influenced colder weather europe reports opecs february output self imposed quota barrels firmer london futures bullish sentiment york mercantile exchange futures market supporting spot price levels said another japanese trading house paid official price processing arrangement effectively receive discount sources said disguised cheating japanese trader said sources said japanese company paid official price iranian purchased barrels iranian heavy april shipment refining singapore said nine vlccs iranian crude sold western traders pricing based official price spot prices part price related processing arrangements 
198,'crude',gulf state qatar recovering slightly last years decline world prices announced first budget since early projected deficit billion riyals deficit compared shortfall billion riyals last published budget statement outlining budget fiscal year beginning today finance petroleum minister sheikh abdul aziz khalifa thani said government expected spend billion riyals period projected expenditure budget billion riyals sheikh abdul aziz said government revenue would billion riyals projected revenue billion government failed publish budget uncertainty surrounding revenues sheikh abdul aziz said year government decided limit recurrent expenditure month twelfth previous fiscal years allocations minus urged heads government departments public institutions help government rationalise expenditure budget shortfall would covered sheikh abdul aziz said plans limit expenditure taken order relieve burden placed countrys foreign reserves added billion riyals allocated major projects including housing public buildings social services health education transport communications electricity water industry agriculture figure revealed expenditure defence security also projection revenue qatar opec member output ceiling barrels sheikh abdul aziz said expectations positive signs regarding price trends foremost among opecs determination shoulder responsibilites protect wealth helped make reasonable estimates coming years revenue basis assigned quota reuter 
2938,'crude',brazils state company petrobras cancelled crude purchase saudi arabia saudis refused accept credit guarantees bank brazil petrobras official said export director carlos santana told press conference saudis first suppliers impose conditions brazils decision halt interest payment commercial debts last month shipment barrels represents days consumption brazil santana said saudis change minds decide respect terms contract petrobras lift order cancel shipment santana said saudis accept brazils terms monday petrobras negotiate elsewhere petrobras saudi arabias traditional client since accept conditions much better market prices less buying iraq china advantage said iraq china barter deals brazil importing brazilian goods exchange saudis nothing brazil said santana said despite strike threat industry workers week stoppage brazilian seamen petrobras stocks reasonably balanced saudi arabia brazils second biggest supplier average iraq main supplier china comes third saudis wish stop trade relationship fine sure getting dozens offers elsewhere santana added reuter 
8980,'crude',ministry international trade industry miti revise long term energy supply demand outlook august meet forecast downtrend japanese energy demand ministry officials said miti expected lower projection primary energy supplies year kilolitres said decision follows emergence structural changes japanese industry following rise value decline domestic electric power demand miti planning work revised energy supply demand outlook deliberations committee meetings agency natural resources energy officials said said miti also review breakdown energy supply sources including nuclear coal natural nuclear energy provided bulk japans electric power fiscal year ended march supplying estimated kilowatt hour basis followed liquefied natural noted reuter 
11089,'crude',saudi arabias renegotiation collective agreement aramco purchase latters partners moving along lead fundamental structural change contract industry sources said petroleum intelligence weekly mondays edition said negotiations moving along adjustment joint long term agreement official prices volumes terms rearranged agreement signed january months february june renegotiation january contract aramco purchase four partners allocated among exxon corp texaco mobil corp chevron corp overlifting texaco first quarter allowed companies like exxon corp underlift obligations contract said alternative consideration revert four individual contracts rather collective agrement john lichtblau director petroleum industry research foundation said renegotiation pact formality saudis company separate schedule although separate agreements companies would favor negotiations ensure contracted liftings occur companies probably follow saudi wants within limits want antagonize long haul said lichtblau said renegotiations would likely concentrate volume rather price saudi displeasure agreement long noted april industry publications said renegotiation sought fact later confirmed reuters aramco aramco corp formerly owned chevron corp exxon corp mobil corp texaco owned saudi arabia bought assets although partners various agreements saudi arabia reuter 
2012,'crude',shell canada wholly owned subsidiary royal dutch shell group said raised crude prices canadian barrel today increase riased posted price light sweet crude dlrs barrel march level light sour crudes raised dlrs barrel company said reuter 
11657,'crude',indonesias state company pertamina informed affiliated japanese companies crude supplies less contractual volumes july spokesman affiliated company said said allocations line indonesias production ceiling current opec quota might increased opec ratifies production rise next week allocations indonesias main traded crude minas duri said last month contractual volumes contractual volumes assume production ceiling traders said indonesian grades already trading official selling prices spot market strong demand japan tight supplies cargo duri loading july reportedly traded yesterday cents dlrs barrel minas trading cents higher said reuter 
6288,'crude',action taken reagan adminstrations offer escort kuwaiti tankers gulf issue discussed secretary defence caspar weinberger said offer made kuwait light irans deployment chinese built missiles cover entrance gulf weinberger told reporters prior speech texas christian university think iran united states moving towards potential conflict adding straits hormuz mouth gulf still free water reuter 
2952,'crude',venezuela lend ecuador barrels crude next months help meet export commitments energy mines minister arturo hernandez grisanti said today said terms loan agreed visit week ecuadors deputy energy minister fernando santos alvite ecuador begin repaying loan august hernandez grisanti said loan part offsetting loss ecuadors exports caused earthquake damage miles pipeline last week ecuador forced suspend exports pipeline connecting jungle fields pacific port balao action venezuela output quota ecuadors santos alvite said ecuador opec allow produce quota pipeline repaired offset present production losses hernandez grisanti said also first barrels shipment venezuelan crude leave ecuador weekend help meet domestic consumption needs part five additional crude loan venezuela processed guayaquil refineries supplied ecuador life country would ground halt said reuter 
10601,'crude',exxon corp reported drop first quarter profits billion dlrs citing lower prices company said profits lastest quarter included restructuring gain divestment certain gold operations overseas last years first quarter profit billion dlrs included initial charge dlrs corporate reorganization first quarter revenues billion dlrs time items aside exxon said first quarter results stronger final quarter included several large asset sales positive inventory adjustments said earnings share declined reflecting companys continued purchases common treasury first quarter shares acquired cost dlrs compared fourth quarter commenting first quarter exxon said crude prices strengthened moderately within quarter higher year quarter however average crude prices quarter year period leading lower earnings exploration production operations exxon said also contributing reduced earnings lower natural prices primarily overseas representing contract adjustments representing contract adjustments tied falling product prices company said first quarter company said intense competition domestic international markets served depress margins refined products exxon said lower product margins resulted significantly reduced earnings refining marketing operations contrasting sharply unusually strong margins prevailing first said savings efforts control costs improve efficiency helped soften negative impact lower natural prices exxon said earnings chemicals power generation activities showed consideratble improvement remaining strong throughout period reuter 
12701,'crude',senate tuesday backed president reagans retaliatory strike iranian targets gulf moved take greater role making policy volatile region senators voted binding measure endorsed mondays attack iranian platforms retaliation iranian attack last friday kuwaiti ship flying american flag measure said attack firm indication resolve iran take military action united states impunity earlier senate republican stalling tactics vote measure could give congress larger role making gulf policy measure however require reagan comply powers could lead pullout forces gulf democrats republicans praised retaliatory strike many voiced fears growing involvement gulf demanded reagan comply powers reuter 
11129,'crude',norway expected seek compromise solution defuse norske stats oljeselskap stat statoil conoco norge firm operate heidrun field government sources said sources asked named said government likely recommend conoco allowed continue fields operator development phase statoil taking production starts early minister arne oeien told reuters government today discused heidrun matter final decision taken several questions remained unresolved unlikely government would announce decision heidrun operatorship thursdays cabinet meeting discussing proposed solution companies sources added spring norways state owned company statoil exercised option heidrun field exploration license approved government would allow relieve conoco heidrun operator move sharply criticised conoco heidrun often cited government industry likely candidate first field development project haltenbanken exploration tract central norway reuter 
13071,'crude',south yemen planning major pipeline system completed months time start exports initial rate barrels middle east economic survey mees said mees said government approval export pipeline followed visit aden high ranking delegation soviet union help south yemen construct line engineering studies pipeline nearly finished construction expected start early next year industry newsletter said pipeline miles shabwa oilfields coastal terminal gulf aden mees said mees said soviet firm technoexport developing oilfileds south yemen substantially increased initial reserve estimates recommended pipeline eventual capacity discovery commercial quaotities confirmed technoexport earlier year three structures shabwa region northwestern part country east north yemens alif oilfield reuter 
6518, 'crude',british petroleum raise planned dlrs share tender offer publicly traded shares standard analysts said theres speculation someway would forced come another said rosario ilaqua rothschild despite managing director david simons denial today would raise offer analysts said remained distinct possibility analysts said base thinking royal dutch shell groups outstanding stake shell royal dutch shell eventually raised initial dlrs share offer dlrs share lawsuits minority shareholders think theyre going little higher eventually royal dutch shell little higher shell minority shares bruce lazier prescott ball turben said estimated price dlrs share royal dutch shell offered dlrs share shell already january objections minority shareholders price royal dutch shell raised began dlrs share tender offer april shareholders sued court blocked completion offer months wrangling worth shell royal dutch shell agreed another dlrs increase ended paying billion dlrs outstanding shell stake significant premium original billion dlrs analysts made comments simons remarks press conference york afternoon sanford margoshes shearson lehman brothers told clients morning sweetened offer possible analyst said could raised dlrs share analysts expect regulatory hurdles royal dutch shell group precedent shareholder lawsuits reason said goldman sachs investment advisor advised shell board reuter 
12260,'crude',venezuelas government tomorrow presents budget proposal billion bolivars based upon price dlrs barrel finance minister manuel azpurua said azpurua told reporters cabinet meeting budget projects ordinary income billion bolivars extraordinary income billion revenues expected produce billion total finance minister said revenue projection based average price dlrs barrel venezuelan first half averaged dlrs barrel according state company petroleos venezuela reuter 
193,'crude',kuwait minister remarks published today said plans emergency opec meeting review policies recent weakness world prices sheikh khalifa sabah quoted local daily qabas saying none opec members asked meeting denied kuwait pumping quota barrels crude daily self imposed production limits nation organisation traders analysts international markets estimate opec producing ceiling agreed geneva last december named kuwait united arab emirates along much smaller producer ecuador among producing quota kuwait said pumping rumour baseless based reports said kuwait ability exceed share suppose kuwait ability minister said sheikh said kuwait ability produce sell quota official prices countries suffering difficulties marketing share means kuwait unusually clever said referring apparently gulf state qatar industry sources said selling less quota buyers resisting official prices restored opec last month pegged marker dlrs barrel prices york last week dropped lowest levels year almost three dollars three month high dollars barrel sheikh also delivered challenge international company declared kuwait sold official prices charging official price dlrs barrel lost custom said elaborate however kuwait guaranteed markets local international refining facilities distribution network abroad added reaffirmed planned meeting march opec differentials committee postponed start april request certain body members ecuador deputy energy minister fernando santos alvite said last wednesday debt burdened country wanted opec assign lower official price crude seek talks month opec pricing committee referring pressure companies opec members apparent reference difficulties faced qatar said expected pressure continue march april expected situation would later improve reuter 
12991,'crude',official soviet news agency tass denounced attack iranian drilling platform gulf monday military adventurism said would bring dividends reagan administration tass commentator mikhail krutikhin said administration embarked adventurist path order deflect attention scandal united states sold arms iran profits diverted nicaraguan rebels confrontation fact obvious latest military adventure bring political dividends american administration krutikhin said soviet leader mikhail gorbachev foreign minister eduard shevardnadze abruptly left parliamentary session earlier monday sparking diplomatic speculation concerned urgent matter foreign affairs soviet officials previously criticized united states sending naval forces gulf saying presence serves increase tension moscow officially neutral iran iraq major arms supplier iraq also sought broader contacts iran last year krutikhin said united states undertaken armed aggression iran probability long spoken washington officials reuter 
10239,'crude',energy department said approved final form agreement resolves remaining issues shell pricing allocation controls ended agreement royal dutch shell group unit agreed dlrs settle refiner pricing issues dlrs settle crude pricing issues said said making pact final modified reflect shells compliance tertiary incentive program provision version published last reuter 
10842,'crude',reagan administration considering incentives boost output restore jobs energy secretary john herrington said credit exploration would part package bring idle drilling rigs back operation raise domestic production barrels said status exploration might also changed herrington told reporters world petroleum congress said industry experiencing difficult times internationally devastated united states consumer demand significant decline domestic production resulted rise imports barrels last months herrington said steps must taken reverse downturn domestic energy industry safeguard increase energy security said administration committed improving marketplace conditions incentives spur exploration development commitment includes rejecting quick solutions like import united states world added reuter 
5261,'crude',iraq said warplanes launched bombing raids irans offshore nowruz oilfield northern gulf today military spokesman quoted official iraqi news agency said platforms field reduced rubble said attacks field miles northwest irans kharg island terminal carried said todays raids fall within iraqs policy deprive iranian rulers revenue used serve aggressive aims iraqi planes yesterday raided nearby ardeshir field resuming attacks iranian targets month long lull reuter 
5028, 'crude',federal trade commission said staff urged governor georgia veto bill would prohibit petroleum refiners owning operating retail gasoline stations proposed legislation aimed preventing large refiners marketers using predatory monopolistic practices franchised dealers said fears refiner owned stations part scheme predatory monopolistic practices unfounded called bill anticompetitive warned would force higher gasoline prices georgia motorists reuter 
6483, 'crude',corp chairman david roderick said company ended talks british petroleum possible sale energy assets said immediate restructuring plans businesses terminated discussions roderick told reuters speech petroleum equipment suppliers association said conducting talks possible buyer energy assets earlier today said planned offer dlrs share standard publicly held stock said december company held formal discussions potential sale overseas assets received expressions interest half dozen companies roderick response question said immediate plans restructure marathon texas corp said also plan sell interest giant yates field west texas want maintain production yates field difficult times roderick added response question roderick also said know whether australian investor robert holmes court accumulating stock recent days traders suggested holmes court buying additional shares roderick said carl ichan terminated eight billion hostile takeover plan january continued hold sizable interest company ichan still apparently hasnt bought stock sold roderick said satisfied shareholder right talk monthly speech roderick predicted fall value dollar would stage solve trade deficit problem totaled billion dlrs expect early running trade surplus roderick said think worst look forward stability upward movement ahead however chairman warned european trading partners resist turn trade deficit economic discomfort must transferred united states friends trading partners allies reuter 
3544, 'crude',norways parliament approved extensive trade south africa left shipowners loophole controversial shipments norwegian tankers continue government officials said unilateral boycott proposed norways minority labour government gives domestic companies late september remaining trade ties south africa namibia legislation discussed today must seen isolated measure step international process norways foreign minister thorvald stoltenberg told parliament government officials said hope move intensify international pressure pretoria regimes apartheid policies sweden similar move last week promised halt trade south africa october norways boycott although forbidding crude shipments south africa norwegian owned tankers makes important exception ships whose final destination decided cargoes often resold trades loading making difficult shipowners know ships final port start voyage critics said bill leaves door open continued shipments south africa called stricter sanctions stop norwegian shipping south africa norwegian tankers supplied south africa crude imports early trade dropped sharply cargo last three months trade ministry officials said latest trade figures show norwegian imports south africa dropped crowns first eight months exports plunged crowns year figure many would already effect dramatic drop trade south african norway foreign ministry spokesman paust told reuters norwegian business early stage started restructuring relations south africa anticipation said boycott profound effect international trade south africa important political statement norwegian government said oslo government said review effects norwegian industry years propose amendments industry show hurt norwegian imports south africa limited mainly high grade manganese coppernickle ores used ferro alloys light metals industries metals manufacturers estimate jobs could affected boycott suitable replacements ores found legislation goes upper house formal ratification later week parliamentarians said reuter 
2925,'crude',unocal corp said raised contract price grades crude barrel effective today increase brings unocals posted price benchmark grade west texas intermediate dlrs barrel also brought price west texas sour dlrs light louisiana sweet also raised dlrs unocal last changed crude postings march four brings price line major companies raising prices steadily recent weeks increase also represents latest series increases began corps marathon petroleum corps notification yesterday evening effective today raised crude postings barrel bringing contract price dlrs barrel earlier today phillips petroleum diamond shamrock also said raised crude postings barrel bringing contract price dlrs barrel contract prices risen response higher spot market prices traders said reuter 
6004,'crude',british prime minister margaret thatcher denied interview published saudi arabia today governments policy contributed weakness world prices said government determined intervene influence production decisions companies operating north believe must matter commercial judgment companies told arabic language daily sharq awsat interview coinciding visit london king fahd saudi arabia thatcher said policy contributed fall prices north production prices close dlrs barrel british production plateau unlikely increase future said naturally share concern saudi arabia opec members harmful effects market volatility producer consumer countries thatcher said part careful avoid actions might volatility reuter 
3004,'crude',brazils state company petrobras cancelled crude purchase saudi arabia saudis refused accept credit guarantees bank brazil disclose reasons petrobras official said export director carlos santana told reporters saudis first suppliers impose conditions brazils decision halt interest payment commercial debts last month shipment barrels represents days consumption said saudis reported would longer accept letters credit bank brazil even saudi banks brazil would obtain credit guarantees leading international banks february brazil contracted saudis june saudi arabia brazils second biggest supplier average iraq main supplier china comes third saudis wish stop trade relationship sure getting dozens offers elsewhere santana added santana said saudis change minds decide respect terms contract petrobras lift order cancel shipment saudis similar conditions previous shipment added telexed saying insisted would rather cancel contract product elsewhere santana said petrobras threatened cancel contract saudis changed minds decided accept bank brazils credit guarantees said reuter 
3869,'crude',exxon corp worlds largest company said published interview today reviewing worldwide refinery operations might decide close french refineries raymond exxons president singled possibility closure exxons refineries france interview exxon spokeswoman confirmed raymond specifically mentioned refineries france said specific refinery named also said exxons opertations constant review exxon currently refineries france mediterranean capcity barrels port jerome west paris similar capacity petroleum intelligence weekly influential trade journal said current issue understood exxon looking possibility refinery closures antwerp southern france possibly italy paul mlotok analyst salomon brothers said closures exxon made europe improvement european refining situation future profits good exxon major companies closed bunch refineries europe upgraded rest shaken many indepedents market demand products rising efficient operations exxon show superior earnings mlotok said royal dutch seen highest grade refiners europe added industry sources said companies likely feel greater pressure operations southern europe competition opec countries increasing producers move downstream operations said refiners mediterranean expect increased shipments saudi arabia opec export refineries said sales libya algeria elsewhere expected reclaim markets lost italian european refiners result abundance cheap netback last year reuter 
4556,'crude',canadian roxy petroleum said discovery peerless lake area north central alberta capable flowing barrels lower zone barrels separate upper zone canadian roxy interest five year royalty free well known canadian roxy trout texaco canada holds northstar energy corp tricentrol oils canadian roxy said drilling started follow exploratory well mile northwest discovery well company said holds acres vicinity discovery seismic program underway evaluate drilling opportunities reuter 
10120,'crude',standard said contract awarded engineering drilling production platform installed ewing bank block gulf mexico standard mobil corp interest standard said standard production subsidiary operate platform designed produce barrels cubic feet daily platform expected installed summer owners kerr mcgee corp prudential insurance america reuter 
6786, 'crude',consumer energy costs rose february following sharp rise last month labor department said february increase overall energy costs including petroleum coal natural followed drop december rise january said energy prices year levels departments consumer price index showed cost gasoline rose february rise january gasoline prices nonetheless levels february also category including fuel coal bottled rose february putting year figure index also showed natural electricity unchanged last month february figure department said index updated reflect consumption patterns previously index based patterns reuter 
6543, 'crude',standard expects sale assets federal refunds resulting last years loss billion dlrs normal cash flows operations annual report said last year report noted cash flow operations dropped billion dlrs billion dlrs billion dlrs principally lower prices report prepared british petroleum disclosed plans seek rest standards stock capital spending billion dlrs billion dlrs projected january standards capital spending totaled billion dlrs report showed decline proven reserves billion barrels billion barrels year earlier discoveries additions dropped barrels last year said reeserves rose trillion cubic feet trillion despite cubic feet downward revision previous reserve estimates discoveries additions totaled billion cubic feet last year billion added standard said production increased last year barrels barrels previous cubic feet daily average sales price dropped dlrs barrel dlrs dlrs thousand cubic feet dlrs year earlier standard said refined product sales also rose last year barrels barrels daily reuter 
2293,'crude',ecuadors deputy energy minister fernando santos alvite arrived last night talks venezuelan assistance countrys industry following last weeks earthquake officials said ecuador obliged suspend crude exports expected five months result damage miles pipeline linking jungle fields pacific port balao normally accounts exports fellow opec member venezuela already agreed lend ecuador five barrels crude repaid kind days help meet domestic consumption needs officials could neither confirm deny reports venezuela temporarily produce ecuadors entire opec quota barrels first half options open moment context cooperation production venezuelan energy mines ministry source said discussions also arrive formula compensate ecuador loss export revenue pipeline repaired officials said santos alvite last night venezuelan energy mines minister arturo hernandez grisanti today hold talks technical level officials said industry sources said among options venezuela produce ecuadors entire quota venezuela opec mexico share latter supply ecuadors eastern clients ministry source said decision reached matter announcement would made course santos alvite said earlier quito ecuador would import seven barrels crude meet needs line repaired ecuador energy mines minister javier espinosa teran said last night country needs dlrs repair damage export pipeline caused earthquake reuter 
2269,'crude',services industry verge recovery rising crude prices industry analysts said analysts issued recommendations stocks said recovery services begin second half drilling activity bottoms first half continue next decade people however afford wait drilling start buying said sandi haber sweeney senior research analyst sanford bernstein among recommended buys schlumberger halliburton dresser industries baker international mcdermott international target takeover harold simmons dallas based investor analysts said although major companies increasing exploration development overseas expect pickup services begin activity depressed move faster said vishnu sharp goldman sachs number active drilling rigs last week compared rigs year huges tool figures show average number working rigs projected versus according kerridge vice president stockholder relations hughes tool first significant pickup drilling activity occur second half kerridge said overseas drilling activity expected follow similar pattern kerridge said halliburton best value said jeffrey freedman vice president smith barney harris upham adding company controls greatest amount liquidity common stock market value diversifed field businesess lowest multiple stock price operating cash flow including debt schlumberger freedmans second favorite service stock schlumberger expected continue dominant technical leader industry freedman said schlumbergers management shift asset restructuring including pending merger fairchild semiconductor considerable cash horde sets stage company maximize significant industry advantage capitalize project upturn exploration development activity according report george gaspar first vice president robert baird gaspar estimates earnings share schlumberger dlrs compared excluding fourth quarter special charge billion dlrs bernsteins sandi sweeney recommending group service companies said choosing among difficult favorite baker international involved possible merger hughes tool dresser industries also benefit recovery possibly much companies pure service company sweeney said dresser expected improve profitability owing cost reductions streamlined operations including sale leaseback headquarters said swarup reuter 
2789,'crude',national wildlife federation rejected interior department draft plan open wilderness lands northern alaska exploration federation nations largest conservation group said study needed assess possible damage development might wildlife area coastal plain arctic national wildlife refuge hair federations executive vice president called interiors research effects development fundamentally flawed provides little basis make public policy decision hair called departments proposal reflection largely political decision adding confidence interior represent broad public interest area interior wants open million acre coastal plain exploration said tough safeguards protect areas caribou musk oxen said preliminary survey showed region could hold billions barrels potential energy resource would never known without exploration interior said coastal plain could match billion barrels found prudhoe west plain existing congress must agree exploration land remain wildlife refuge protected commercial development hair said interiors report failed stress probability finding recoverable said interiors study also failed weigh fish wildlife information state alaska gathered department consulted environmental protection agency possible effects exploration federation letters congressmen proposed nine member commission study aspects issue report back congress years hair said federation opposed possible exploration interiors study inadquate make sound judgement congressional observers said present little sentiment congress open wildlife area commercial exploitation dispite increasing concern united states becoming overly dependent foreign reuter 
